"data_dt","pty_id","sor_pty_id","cust_lvl_cd","cust_status","cust_type","prov_name","city_name","birth_dt","cust_age","name","gender_cd","edu_cd","prof_cd","org_id"
"20260531",C000000000000024,"6666000000000000024","1000003","2000001",P,江苏省,苏州市,"19761104",49,文***,"5000003","6000005","7000051",XX00000054
"20260531",C000000000000100,"6666000000000000100","1000004","2000001",P,江苏省,苏州市,"19670508",59,建***,"5000002","6000008","7000020",XX00000137
"20260531",C000000000000135,"6666000000000000135","1000003","2000001",P,江苏省,南京市,"19720120",54,运***,"5000002","6000005","7000041",XX00000045
"20260531",C000000000000156,"6666000000000000156","1000004","2000001",P,江苏省,苏州市,"19721016",53,颖***,"5000002","6000004","7000021",XX00000054
"20260531",C000000000000176,"6666000000000000176","1000003","2000001",P,江苏省,苏州市,"19550228",71,秀***,"5000003","6000008","7000041",XX00000054
"20260531",C000000000000205,"6666000000000000205","1000005","2000001",P,江苏省,苏州市,"19651112",60,金***,"5000003","6000005","7000032",XX00000137
"20260531",C000000000000221,"6666000000000000221","1000004","2000001",P,江苏省,苏州市,"19640310",62,一***,"5000002","6000008","7000041",XX00000054
"20260531",C000000000000241,"6666000000000000241","1000004","2000001",P,江苏省,苏州市,"19780412",48,伟***,"5000002","6000005","7000003",XX00000054
"20260531",C000000000000298,"6666000000000000298","1000004","2000001",P,云南省,昆明市,"19680217",58,阳***,"5000003","6000004","7000031",XX00000232
"20260531",C000000000000312,"6666000000000000312","1000003","2000001",P,江苏省,苏州市,"19630423",63,彦***,"5000003","6000006","7000031",XX00000054
"20260531",C000000000000344,"6666000000000000344","1000004","2000001",P,江苏省,苏州市,"19741020",51,文***,"5000003","6000004","7000031",XX00000054
"20260531",C000000000000366,"6666000000000000366","1000003","2000001",P,江苏省,苏州市,"19670428",59,霞***,"5000003","6000007","7000012",XX00000054
"20260531",C000000000000436,"6666000000000000436","1000001","2000001",P,江苏省,苏州市,"19500310",76,桂***,"5000003","6000007","7000032",XX00000054
"20260531",C000000000000458,"6666000000000000458","1000006","2000001",P,江苏省,苏州市,"19420723",83,养***,"5000002","6000007","7000031",XX00000054
"20260531",C000000000000470,"6666000000000000470","1000005","2000001",P,江苏省,苏州市,"19681215",57,丽***,"5000003","6000007","7000031",XX00000054
"20260531",C000000000000497,"6666000000000000497","1000003","2000001",P,四川省,成都市,"19700307",56,虹***,"5000003","6000004","7000013",XX00000177
"20260531",C000000000000094,"6666000000000000094","1000001","2000001",P,江苏省,苏州市,"19790721",46,芳***,"5000003","6000003","7000005",XX00000054
"20260531",C000000000000104,"6666000000000000104","1000002","2000001",P,江苏省,苏州市,"19671030",58,璐***,"5000003","6000005","7000032",XX00000137
"20260531",C000000000000115,"6666000000000000115","1000001","2000001",P,江苏省,苏州市,"19780717",47,祺***,"5000002","6000005","7000012",XX00000054
"20260531",C000000000000164,"6666000000000000164","1000004","2000001",P,江苏省,苏州市,"19640908",61,决***,"5000003","6000008","7000031",XX00000054
"20260531",C000000000000263,"6666000000000000263","1000003","2000001",P,江苏省,苏州市,"19680728",57,怀***,"5000002","6000004","7000012",XX00000054
"20260531",C000000000000303,"6666000000000000303","1000004","2000001",P,江苏省,苏州市,"19730825",52,晓***,"5000003","6000005","7000002",XX00000054
"20260531",C000000000000313,"6666000000000000313","1000003","2000001",P,江苏省,苏州市,"19650210",61,玉***,"5000002","6000004","7000016",XX00000054
"20260531",C000000000000427,"6666000000000000427","1000003","2000001",P,江苏省,苏州市,"19650414",61,强***,"5000002","6000004","7000058",XX00000054
"20260531",C000000000000060,"6666000000000000060","1000006","2000001",P,江苏省,苏州市,"19680207",58,国***,"5000002","6000005","7000012",XX00000267
"20260531",C000000000000200,"6666000000000000200","1000003","2000001",P,江苏省,苏州市,"19651226",60,仲***,"5000002","6000006","7000021",XX00000137
"20260531",C000000000000290,"6666000000000000290","1000004","2000001",P,北京市,北京市,"19520218",74,全***,"5000002","6000008","7000002",XX00000308
"20260531",C000000000000299,"6666000000000000299","1000002","2000001",P,江苏省,苏州市,"19751014",50,红***,"5000003","6000005","7000021",XX00000054
"20260531",C000000000000354,"6666000000000000354","1000003","2000001",P,江苏省,苏州市,"19660508",60,苏***,"5000003","6000007","7000031",XX00000054
"20260531",C000000000000359,"6666000000000000359","1000004","2000001",P,江苏省,苏州市,"19690318",57,春***,"5000002","6000003","7000006",XX00000054
"20260531",C000000000000367,"6666000000000000367","1000005","2000001",P,江苏省,苏州市,"19620820",63,建***,"5000002","6000006","7000032",XX00000267
"20260531",C000000000000423,"6666000000000000423","1000004","2000001",P,江苏省,苏州市,"19720302",54,越***,"5000002","6000005","7000022",XX00000054
"20260531",C000000000000443,"6666000000000000443","1000004","2000001",P,江苏省,南京市,"19501223",75,兴***,"5000002","6000005","7000003",XX00000045
"20260531",C000000000000477,"6666000000000000477","1000002","2000001",P,江苏省,苏州市,"19650817",60,芳***,"5000003","6000005","7000031",XX00000137
"20260531",C000000000000485,"6666000000000000485","1000003","2000001",P,江苏省,苏州市,"19621021",63,祖***,"5000002","6000008","7000019",XX00000054
"20260531",C000000000000493,"6666000000000000493","1000003","2000001",P,江苏省,苏州市,"19620815",63,凤***,"5000003","6000005","7000031",XX00000054
"20260531",C000000000000004,"6666000000000000004","1000001","2000001",P,江苏省,苏州市,"19630918",62,健***,"5000002","6000005","7000012",XX00000054
"20260531",C000000000000017,"6666000000000000017","1000003","2000001",P,江苏省,苏州市,"19801002",45,建***,"5000003","6000004","7000017",XX00000054
"20260531",C000000000000023,"6666000000000000023","1000002","2000001",P,江苏省,苏州市,"19620712",63,国***,"5000003","6000007","7000032",XX00000137
"20260531",C000000000000042,"6666000000000000042","1000004","2000001",P,江苏省,苏州市,"19801010",45,威***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000068,"6666000000000000068","1000006","2000001",P,江苏省,南京市,"19550624",70,学***,"5000002","6000009","7000031",XX00000045
"20260531",C000000000000098,"6666000000000000098","1000004","2000001",P,江苏省,苏州市,"19701213",55,静***,"5000003","6000007","7000032",XX00000054
"20260531",C000000000000099,"6666000000000000099","1000001","2000001",P,江苏省,苏州市,"19680803",57,忠***,"5000002","6000005","7000012",XX00000054
"20260531",C000000000000137,"6666000000000000137","1000005","2000001",P,江苏省,苏州市,"19741109",51,向***,"5000002","6000005","7000036",XX00000054
"20260531",C000000000000153,"6666000000000000153","1000002","2000001",P,江苏省,苏州市,"19600222",66,金***,"5000002","6000007","7000032",XX00000054
"20260531",C000000000000154,"6666000000000000154","1000001","2000001",P,江苏省,苏州市,"19661210",59,新***,"5000002","6000003","7000058",XX00000054
"20260531",C000000000000162,"6666000000000000162","1000003","2000001",P,江苏省,苏州市,"19581225",67,建***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000177,"6666000000000000177","1000002","2000001",P,江苏省,苏州市,"19670304",59,浩***,"5000002","6000005","7000041",XX00000054
"20260531",C000000000000203,"6666000000000000203","1000004","2000001",P,江苏省,苏州市,"19621118",63,英***,"5000003","6000006","7000031",XX00000054
"20260531",C000000000000222,"6666000000000000222","1000005","2000001",P,江苏省,苏州市,"19620803",63,瑞***,"5000003","6000006","7000041",XX00000054
"20260531",C000000000000239,"6666000000000000239","1000005","2000001",P,江苏省,苏州市,"19730125",53,海***,"5000003","6000005","7000031",XX00000054
"20260531",C000000000000320,"6666000000000000320","1000003","2000001",P,江苏省,苏州市,"19630805",62,惠***,"5000003","6000004","7000005",XX00000054
"20260531",C000000000000355,"6666000000000000355","1000005","2000001",P,江苏省,苏州市,"19650101",61,旦***,"5000002","6000008","7000002",XX00000054
"20260531",C000000000000356,"6666000000000000356","1000002","2000001",P,江苏省,苏州市,"19670720",58,仁***,"5000002","6000004","7000016",XX00000054
"20260531",C000000000000386,"6666000000000000386","1000003","2000001",P,江苏省,苏州市,"19710420",55,卫***,"5000002","6000005","7000022",XX00000054
"20260531",C000000000000395,"6666000000000000395","1000003","2000001",P,江苏省,苏州市,"19690303",57,群***,"5000002","6000004","7000011",XX00000054
"20260531",C000000000000402,"6666000000000000402","1000002","2000001",P,江苏省,南京市,"19610121",65,晓***,"5000002","6000004","7000009",XX00000045
"20260531",C000000000000431,"6666000000000000431","1000002","2000001",P,江苏省,苏州市,"19670111",59,玲***,"5000003","6000004","7000032",XX00000054
"20260531",C000000000000019,"6666000000000000019","1000004","2000001",P,广东省,广州市,"19591001",66,国***,"5000002","6000007","7000032",XX00000073
"20260531",C000000000000047,"6666000000000000047","1000004","2000001",P,江苏省,苏州市,"19691227",56,永***,"5000002","6000006","7000002",XX00000222
"20260531",C000000000000116,"6666000000000000116","1000004","2000001",P,江苏省,苏州市,"19690127",57,晖***,"5000003","6000005","7000032",XX00000137
"20260531",C000000000000152,"6666000000000000152","1000002","2000001",P,江苏省,苏州市,"19680430",58,明***,"5000002","6000003","7000013",XX00000054
"20260531",C000000000000223,"6666000000000000223","1000003","2000001",P,江苏省,苏州市,"19630325",63,瑞***,"5000002","6000005","7000017",XX00000137
"20260531",C000000000000230,"6666000000000000230","1000003","2000001",P,江苏省,苏州市,"19640401",62,林***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000283,"6666000000000000283","1000006","2000001",P,江苏省,苏州市,"19630526",63,建***,"5000003","6000005","7000031",XX00000137
"20260531",C000000000000345,"6666000000000000345","1000003","2000001",P,江苏省,苏州市,"19600815",65,茜***,"5000003","6000007","7000031",XX00000054
"20260531",C000000000000437,"6666000000000000437","1000006","2000001",P,江苏省,苏州市,"19701226",55,利***,"5000002","6000007","7000051",XX00000054
"20260531",C000000000000483,"6666000000000000483","1000006","2000001",P,江苏省,苏州市,"19520804",73,婉***,"5000003","6000005","7000031",XX00000054
"20260531",C000000000000495,"6666000000000000495","1000003","2000001",P,江苏省,苏州市,"19700624",55,建***,"5000002","6000004","7000016",XX00000054
"20260531",C000000000000005,"6666000000000000005","1000002","2000001",P,江苏省,苏州市,"19620929",63,建***,"5000002","6000005","7000019",XX00000054
"20260531",C000000000000027,"6666000000000000027","1000006","2000001",P,江苏省,苏州市,"19711007",54,美***,"5000003","6000004","7000005",XX00000267
"20260531",C000000000000055,"6666000000000000055","1000001","2000001",P,江苏省,苏州市,"19660402",60,荣***,"5000002","6000004","7000012",XX00000054
"20260531",C000000000000059,"6666000000000000059","1000006","2000001",P,江苏省,苏州市,"19730227",53,青***,"5000002","6000005","7000041",XX00000267
"20260531",C000000000000070,"6666000000000000070","1000005","2000001",P,江苏省,苏州市,"19691106",56,利***,"5000002","6000008","7000003",XX00000054
"20260531",C000000000000083,"6666000000000000083","1000003","2000001",P,江苏省,苏州市,"19690318",57,雅***,"5000003","6000004","7000032",XX00000054
"20260531",C000000000000186,"6666000000000000186","1000004","2000001",P,江苏省,苏州市,"19630725",62,惠***,"5000002","6000007","7000003",XX00000054
"20260531",C000000000000245,"6666000000000000245","1000004","2000001",P,江苏省,苏州市,"19650121",61,德***,"5000002","6000007","7000023",XX00000054
"20260531",C000000000000405,"6666000000000000405","1000004","2000001",P,北京市,北京市,"19700918",55,剑***,"5000002","6000004","7000022",XX00000308
"20260531",C000000000000407,"6666000000000000407","1000002","2000001",P,江苏省,苏州市,"19670418",59,玉***,"5000002","6000004","7000005",XX00000054
"20260531",C000000000000474,"6666000000000000474","1000001","2000001",P,江苏省,苏州市,"19760120",50,金***,"5000002","6000004","7000017",XX00000054
"20260531",C000000000000500,"6666000000000000500","1000004","2000001",P,广东省,深圳市,"19540118",72,建***,"5000002","6000005","7000031",XX00000321
"20260531",C000000000000158,"6666000000000000158","1000004","2000001",P,江苏省,苏州市,"19640408",62,正***,"5000003","6000005","7000032",XX00000054
"20260531",C000000000000182,"6666000000000000182","1000002","2000001",P,江苏省,苏州市,"19511114",74,德***,"5000002","6000008","7000031",XX00000054
"20260531",C000000000000238,"6666000000000000238","1000003","2000001",P,江苏省,苏州市,"19670704",58,志***,"5000002","6000005","7000025",XX00000054
"20260531",C000000000000240,"6666000000000000240","1000006","2000001",P,江苏省,苏州市,"19811106",44,伟***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000372,"6666000000000000372","1000005","2000001",P,江苏省,苏州市,"19390102",87,梅***,"5000003","6000008","7000031",XX00000054
"20260531",C000000000000374,"6666000000000000374","1000004","2000001",P,江苏省,苏州市,"19690328",57,雅***,"5000003","6000007","7000002",XX00000054
"20260531",C000000000000453,"6666000000000000453","1000005","2000001",P,江苏省,苏州市,"19620913",63,建***,"5000002","6000007","7000032",XX00000267
"20260531",C000000000000460,"6666000000000000460","1000002","2000001",P,江苏省,苏州市,"19751223",50,克***,"5000002","6000006","7000017",XX00000054
"20260531",C000000000000468,"6666000000000000468","1000003","2000001",P,江苏省,苏州市,"19560724",69,杏***,"5000003","6000008","7000032",XX00000054
"20260531",C000000000000492,"6666000000000000492","1000006","2000001",P,江苏省,苏州市,"19720711",53,勇***,"5000002","6000004","7000013",XX00000267
"20260531",C000000000000110,"6666000000000000110","1000001","2000001",P,江苏省,苏州市,"19681018",57,建***,"5000002","6000003","7000011",XX00000054
"20260531",C000000000000114,"6666000000000000114","1000004","2000001",P,江苏省,苏州市,"19690227",57,红***,"5000003","6000005","7000032",XX00000054
"20260531",C000000000000122,"6666000000000000122","1000005","2000001",P,江苏省,苏州市,"19691103",56,丽***,"5000003","6000007","7000032",XX00000267
"20260531",C000000000000148,"6666000000000000148","1000006","2000001",P,江苏省,苏州市,"19541030",71,永***,"5000002","6000008","7000032",XX00000054
"20260531",C000000000000201,"6666000000000000201","1000005","2000001",P,江苏省,苏州市,"19660630",59,丽***,"5000003","6000004","7000003",XX00000054
"20260531",C000000000000219,"6666000000000000219","1000004","2000001",P,江苏省,苏州市,"19770213",49,忠***,"5000003","6000006","7000016",XX00000054
"20260531",C000000000000390,"6666000000000000390","1000004","2000001",P,江苏省,苏州市,"19640403",62,钟***,"5000002","6000004","7000036",XX00000054
"20260531",C000000000000016,"6666000000000000016","1000005","2000001",P,江苏省,苏州市,"19750307",51,成***,"5000002","6000007","7000041",XX00000054
"20260531",C000000000000133,"6666000000000000133","1000005","2000001",P,江苏省,苏州市,"19561106",69,金***,"5000002","6000004","7000032",XX00000054
"20260531",C000000000000181,"6666000000000000181","1000003","2000001",P,江苏省,苏州市,"19721118",53,刚***,"5000002","6000005","7000002",XX00000054
